Product ID,Store ID,Stock Levels,Supplier Lead Time (days),Stockout Frequency,Reorder Point,Expiry Date,Warehouse Capacity,Order Fulfillment Time (days),Needs Reorder,Expiring Soon,High Stockout Risk,Low Warehouse Capacity,Alert
5150,15,968,26,1,104,2024-09-16,4962,7,False,True,False,False,True
7524,84,867,15,6,145,2024-02-16,3011,14,False,True,False,False,True
7704,43,19,12,13,194,2024-10-02,1586,10,True,True,True,False,True
8281,11,742,24,14,155,2024-07-25,1003,6,False,True,True,False,True
5220,94,457,8,1,10,2024-12-22,2995,1,False,True,False,False,True
8362,79,249,1,11,52,2024-10-07,2044,11,False,True,True,False,True
3599,66,276,16,2,184,2024-04-27,2301,1,False,True,False,False,True
8038,18,955,13,6,184,2024-02-25,1088,9,False,True,False,False,True
6356,62,117,20,8,110,2024-08-16,3079,3,False,True,False,False,True
5969,50,27,21,13,178,2024-06-25,1149,10,True,True,True,False,True
5649,10,42,8,19,22,2024-09-26,1082,8,False,True,True,False,True
1228,32,786,9,18,135,2024-10-12,1139,13,False,True,True,False,True
3399,38,43,27,15,93,2024-08-10,2992,6,True,True,True,False,True
1226,1,668,5,15,197,2024-05-07,1394,10,False,True,True,False,True
2653,38,923,19,15,42,2024-07-30,3006,14,False,True,True,False,True
2884,81,58,24,12,76,2024-08-22,1492,6,True,True,True,False,True
2968,28,741,22,1,57,2024-08-25,2042,13,False,True,False,False,True
5595,27,75,2,0,92,2024-02-15,4917,5,True,True,False,False,True
6442,97,789,2,12,121,2024-11-21,4135,13,False,True,True,False,True
9929,76,910,3,10,10,2024-05-05,1145,4,False,True,False,False,True
8609,55,724,26,3,118,2024-11-19,2229,8,False,True,False,False,True
9055,16,278,22,18,33,2024-09-20,2719,12,False,True,True,False,True
9352,19,3,10,8,35,2024-11-15,1628,7,True,True,False,False,True
2564,10,329,21,4,198,2024-08-29,4814,5,False,True,False,False,True
2507,90,831,4,8,115,2024-09-08,1009,14,False,True,False,False,True
7890,99,493,29,8,12,2024-08-23,2351,7,False,True,False,False,True
5665,9,64,20,11,11,2024-04-07,4328,2,False,True,True,False,True
1940,60,435,21,3,66,2024-04-14,2934,13,False,True,False,False,True
7707,71,832,14,13,28,2024-01-24,2939,5,False,True,True,False,True
6646,48,241,10,13,26,2024-11-08,3774,9,False,True,True,False,True
1311,78,143,27,0,59,2024-06-02,1475,10,False,True,False,False,True
4170,34,21,27,10,154,2024-11-08,2634,11,True,True,False,False,True
7153,78,502,18,12,151,2024-08-26,3371,9,False,True,True,False,True
7561,15,705,2,19,152,2024-08-28,1232,5,False,True,True,False,True
6174,40,490,1,13,112,2024-02-10,4354,10,False,True,True,False,True
3097,21,415,18,1,157,2024-01-31,3216,6,False,True,False,False,True
6504,66,187,14,10,104,2024-11-30,2702,12,False,True,False,False,True
7760,74,465,8,8,96,2024-02-11,3209,9,False,True,False,False,True
4914,11,283,26,5,81,2024-09-16,3589,14,False,True,False,False,True
9699,73,672,3,1,163,2024-08-24,4343,8,False,True,False,False,True
2844,1,275,10,4,96,2024-09-09,4688,6,False,True,False,False,True
1580,85,503,10,4,25,2024-08-30,4152,4,False,True,False,False,True
6388,91,555,16,6,109,2024-06-17,3930,14,False,True,False,False,True
1582,87,222,7,11,135,2024-01-18,2328,4,False,True,True,False,True
2569,30,332,23,9,19,2024-10-15,1558,9,False,True,False,False,True
1389,14,912,4,15,85,2024-10-14,1510,7,False,True,True,False,True
2465,91,777,23,8,54,2024-07-06,2393,2,False,True,False,False,True
6094,23,65,17,10,80,2024-11-01,3642,9,True,True,False,False,True
7919,26,622,13,19,166,2024-04-30,3645,7,False,True,True,False,True
2567,34,549,5,7,36,2024-08-14,2883,9,False,True,False,False,True
6823,1,278,22,13,100,2024-11-24,2547,12,False,True,True,False,True
3418,12,914,3,11,45,2024-04-03,2801,10,False,True,True,False,True
8563,81,105,22,0,37,2024-02-26,3386,10,False,True,False,False,True
6427,57,259,27,1,140,2024-07-23,3314,4,False,True,False,False,True
3321,43,472,25,16,70,2024-05-26,2330,11,False,True,True,False,True
8730,66,195,7,7,112,2024-11-09,2275,14,False,True,False,False,True
9152,38,586,18,9,122,2024-03-17,4861,2,False,True,False,False,True
8008,41,552,6,1,110,2024-12-22,3365,2,False,True,False,False,True
7547,19,539,24,13,169,2024-10-07,3740,14,False,True,True,False,True
9231,9,26,6,9,80,2024-02-14,2926,1,True,True,False,False,True
9046,10,416,16,18,48,2024-07-31,4283,8,False,True,True,False,True
8712,70,612,26,8,125,2024-03-10,3497,14,False,True,False,False,True
8881,70,454,11,13,152,2024-12-04,3340,11,False,True,True,False,True
8596,46,247,12,3,192,2024-01-31,4731,11,False,True,False,False,True
3096,79,885,9,10,185,2024-10-27,4541,4,False,True,False,False,True
4763,58,469,14,16,59,2024-11-18,1654,11,False,True,True,False,True
6781,46,957,1,18,143,2024-09-28,1074,14,False,True,True,False,True
4244,97,735,6,4,10,2024-02-01,1162,3,False,True,False,False,True
6593,39,942,20,1,94,2024-03-29,3684,10,False,True,False,False,True
5092,33,475,4,7,112,2024-06-17,3139,3,False,True,False,False,True
3041,4,839,27,18,156,2024-06-04,3036,13,False,True,True,False,True
6386,73,377,9,13,171,2024-01-24,4415,11,False,True,True,False,True
2812,17,159,27,15,94,2024-06-25,3407,4,False,True,True,False,True
5279,56,156,5,7,49,2024-07-28,4269,10,False,True,False,False,True
6554,44,85,9,11,153,2024-06-08,2109,8,True,True,True,False,True
9134,57,838,6,8,108,2024-05-04,1267,2,False,True,False,False,True
3578,30,771,8,3,55,2024-09-01,2781,11,False,True,False,False,True
8764,43,398,23,4,147,2024-08-31,4383,3,False,True,False,False,True
7511,70,933,7,5,107,2024-02-03,4748,7,False,True,False,False,True
7531,6,437,23,11,70,2024-03-11,4957,14,False,True,True,False,True
5853,13,357,18,5,198,2024-01-17,3554,3,False,True,False,False,True
7247,88,590,21,11,114,2024-08-21,3629,7,False,True,True,False,True
5773,82,411,14,2,27,2024-03-13,2955,8,False,True,False,False,True
1281,31,129,7,8,139,2024-12-26,3803,9,True,True,False,False,True
9026,95,383,3,5,71,2024-03-02,2107,3,False,True,False,False,True
5159,42,667,27,13,63,2024-07-22,4703,3,False,True,True,False,True
3389,24,602,12,18,67,2024-04-17,4320,8,False,True,True,False,True
1376,60,648,24,8,19,2024-04-05,2460,4,False,True,False,False,True
7866,28,229,16,18,172,2024-08-21,1294,7,False,True,True,False,True
7184,82,137,28,19,82,2024-09-09,3706,1,False,True,True,False,True
8653,94,98,10,16,160,2024-06-18,3979,4,True,True,True,False,True
4752,96,143,13,13,159,2024-01-25,2387,13,True,True,True,False,True
8080,70,838,18,3,34,2024-05-20,4038,6,False,True,False,False,True
8776,96,563,28,0,22,2024-11-21,3294,4,False,True,False,False,True
6107,55,265,12,13,66,2024-02-28,2317,2,False,True,True,False,True
8673,19,470,17,1,54,2024-03-04,4955,2,False,True,False,False,True
8916,31,62,15,14,170,2024-12-17,1682,12,True,True,True,False,True
7087,8,186,5,16,39,2024-07-02,1337,4,False,True,True,False,True
3624,56,85,24,13,41,2024-09-07,3662,6,False,True,True,False,True
9852,23,131,20,9,93,2024-05-20,3984,10,False,True,False,False,True
3613,6,246,22,7,195,2024-10-01,4178,3,False,True,False,False,True
9897,9,911,12,4,169,2024-11-21,3815,9,False,True,False,False,True
8209,39,150,26,1,190,2024-08-27,1356,9,True,True,False,False,True
2785,10,357,21,2,147,2024-03-20,1090,4,False,True,False,False,True
7963,3,737,25,18,67,2024-07-28,4612,12,False,True,True,False,True
8590,87,254,2,9,54,2024-06-08,1367,10,False,True,False,False,True
1280,49,755,27,16,163,2024-03-16,1629,11,False,True,True,False,True
5867,14,915,2,17,22,2024-12-08,2244,8,False,True,True,False,True
8443,11,330,9,10,44,2024-09-30,3953,12,False,True,False,False,True
4324,37,677,23,7,47,2024-12-25,4534,6,False,True,False,False,True
7742,2,500,17,14,16,2024-07-08,4596,1,False,True,True,False,True
4451,62,391,26,15,51,2024-01-08,4516,8,False,True,True,False,True
5448,48,448,11,5,172,2024-08-22,2419,1,False,True,False,False,True
9223,53,309,5,18,90,2024-11-15,2258,7,False,True,True,False,True
3408,6,33,12,5,28,2024-02-09,4915,5,False,True,False,False,True
6645,90,471,5,11,193,2024-07-01,2562,1,False,True,True,False,True
6851,73,258,8,14,154,2024-08-05,1818,12,False,True,True,False,True
6990,65,113,21,18,17,2024-01-01,3303,9,False,True,True,False,True
7293,51,213,21,7,126,2024-05-20,4132,2,False,True,False,False,True
6711,13,833,7,13,42,2024-05-31,4357,7,False,True,True,False,True
6655,87,537,9,5,144,2024-05-21,4503,10,False,True,False,False,True
4641,66,407,27,7,46,2024-04-02,1771,3,False,True,False,False,True
5832,39,884,24,11,124,2024-03-27,3462,13,False,True,True,False,True
5146,21,147,19,11,75,2024-06-19,1559,6,False,True,True,False,True
4203,25,67,26,0,122,2024-06-22,2342,4,True,True,False,False,True
6260,32,775,25,15,12,2024-02-10,4261,14,False,True,True,False,True
7444,46,846,2,3,35,2024-05-28,1542,9,False,True,False,False,True
7533,29,798,18,18,157,2024-11-19,1785,9,False,True,True,False,True
3782,92,855,9,17,136,2024-06-08,4538,6,False,True,True,False,True
8374,7,247,7,17,177,2024-04-23,1819,12,False,True,True,False,True
8660,46,277,28,0,179,2024-12-13,3383,11,False,True,False,False,True
3972,64,638,2,6,185,2024-04-08,4776,2,False,True,False,False,True
5167,96,426,14,7,187,2024-01-15,4822,14,False,True,False,False,True
3380,62,564,13,6,26,2024-02-01,4530,8,False,True,False,False,True
8114,42,450,17,4,172,2024-03-10,2087,10,False,True,False,False,True
8678,53,866,2,16,176,2024-08-06,4902,13,False,True,True,False,True
9103,60,990,17,10,112,2024-08-22,4590,6,False,True,False,False,True
2860,4,721,10,13,108,2024-01-12,1666,13,False,True,True,False,True
7846,80,780,6,3,50,2024-03-25,4762,3,False,True,False,False,True
5608,33,97,16,9,24,2024-08-20,1808,3,False,True,False,False,True
6936,72,21,21,10,54,2024-03-10,2801,13,True,True,False,False,True
5016,11,277,14,10,138,2024-11-03,4598,12,False,True,False,False,True
2460,4,765,8,18,122,2024-11-26,1714,13,False,True,True,False,True
4301,78,819,19,8,36,2024-11-08,1615,8,False,True,False,False,True
1366,78,591,22,8,159,2024-02-08,4048,4,False,True,False,False,True
3821,42,190,29,0,143,2024-05-29,3955,13,False,True,False,False,True
7907,37,17,13,12,118,2024-03-15,1264,11,True,True,True,False,True
9986,12,771,5,7,85,2024-11-24,4040,4,False,True,False,False,True
2841,20,6,24,9,15,2024-03-22,3416,4,True,True,False,False,True
1110,66,91,4,16,159,2024-03-12,3208,14,True,True,True,False,True
7035,52,50,6,8,139,2024-09-11,4968,6,True,True,False,False,True
8441,70,624,19,13,156,2024-01-20,3066,2,False,True,True,False,True
3704,46,703,13,7,19,2024-09-26,2616,3,False,True,False,False,True
9611,99,749,10,13,170,2024-04-20,2991,6,False,True,True,False,True
3945,24,995,27,11,10,2024-12-20,3524,11,False,True,True,False,True
2823,54,313,20,2,144,2024-05-15,2670,5,False,True,False,False,True
6884,37,16,8,3,183,2024-02-28,1886,1,True,True,False,False,True
9152,76,466,12,19,190,2024-03-08,3354,9,False,True,True,False,True
3773,91,981,19,0,19,2024-11-27,2068,13,False,True,False,False,True
8916,93,23,14,17,164,2024-06-26,1008,8,True,True,True,False,True
2364,95,718,17,1,143,2024-08-02,2161,14,False,True,False,False,True
7079,70,136,18,4,178,2024-07-26,2039,9,True,True,False,False,True
5478,93,327,8,6,21,2024-12-19,1972,10,False,True,False,False,True
4201,85,923,12,9,16,2024-06-14,1693,1,False,True,False,False,True
5165,56,505,14,13,124,2024-02-01,3831,9,False,True,True,False,True
2906,4,414,11,1,176,2024-12-29,2790,8,False,True,False,False,True
1113,62,233,3,8,82,2024-04-04,3993,12,False,True,False,False,True
6112,38,380,11,14,131,2024-03-21,3186,5,False,True,True,False,True
2789,6,716,16,16,184,2024-11-23,1278,10,False,True,True,False,True
5696,70,306,19,1,134,2024-05-02,1859,14,False,True,False,False,True
8974,67,240,21,3,36,2024-04-24,3039,5,False,True,False,False,True
8590,90,325,8,1,169,2024-11-17,2158,10,False,True,False,False,True
8153,93,456,2,11,50,2024-12-03,2136,13,False,True,True,False,True
6828,4,401,17,18,40,2024-11-21,2183,6,False,True,True,False,True
6915,86,987,10,0,112,2024-07-15,2322,2,False,True,False,False,True
7876,14,947,10,17,39,2024-02-20,3115,5,False,True,True,False,True
8944,31,668,1,8,93,2024-09-04,1259,8,False,True,False,False,True
6205,37,778,9,7,113,2024-11-30,1294,4,False,True,False,False,True
4318,65,19,24,8,52,2024-12-29,2498,2,True,True,False,False,True
3459,82,809,16,19,170,2024-06-29,1164,4,False,True,True,False,True
4541,50,990,22,1,87,2024-09-25,2551,2,False,True,False,False,True
1687,44,900,5,4,61,2024-03-12,1328,14,False,True,False,False,True
9995,15,773,26,13,180,2024-08-10,4103,6,False,True,True,False,True
8773,54,463,7,7,149,2024-12-11,3649,5,False,True,False,False,True
1256,30,725,28,8,126,2024-12-14,2300,9,False,True,False,False,True
1842,99,42,21,8,156,2024-04-28,2097,11,True,True,False,False,True
1926,17,860,1,18,182,2024-08-02,1207,8,False,True,True,False,True
4257,7,194,23,18,19,2024-10-04,1756,1,False,True,True,False,True
9594,71,545,8,10,91,2024-03-15,2456,4,False,True,False,False,True
7832,86,674,9,18,128,2024-03-27,3167,1,False,True,True,False,True
2766,43,640,24,7,146,2024-08-14,4455,3,False,True,False,False,True
8364,43,954,25,15,124,2024-03-11,4082,3,False,True,True,False,True
1380,79,77,16,2,138,2024-08-04,4722,6,True,True,False,False,True
7332,84,787,9,19,137,2024-08-12,2512,10,False,True,True,False,True
2011,86,726,12,15,164,2024-12-18,1655,5,False,True,True,False,True
4754,13,648,24,15,40,2024-06-25,4900,2,False,True,True,False,True
1075,19,79,19,5,142,2024-08-29,1060,4,True,True,False,False,True
7870,39,440,10,3,74,2024-05-10,1469,13,False,True,False,False,True
1857,61,33,4,15,159,2024-12-14,4480,11,True,True,True,False,True
9584,13,275,2,8,100,2024-02-10,3067,2,False,True,False,False,True
6194,66,434,28,14,124,2024-08-19,2827,10,False,True,True,False,True
7578,49,915,2,12,26,2024-06-13,3771,11,False,True,True,False,True
4472,70,838,13,12,16,2024-05-15,1928,7,False,True,True,False,True
7814,37,152,6,17,104,2024-11-26,4909,12,False,True,True,False,True
1379,98,857,25,4,196,2024-01-29,1712,12,False,True,False,False,True
9329,54,879,3,16,188,2024-06-29,3127,14,False,True,True,False,True
4379,40,974,3,14,26,2024-08-16,2700,12,False,True,True,False,True
8845,4,89,28,11,181,2024-03-13,1957,13,True,True,True,False,True
7384,43,644,21,18,185,2024-02-26,4359,14,False,True,True,False,True
4834,93,574,28,3,40,2024-05-02,1650,6,False,True,False,False,True
6191,55,779,21,0,79,2024-12-05,3857,1,False,True,False,False,True
8506,43,130,5,1,189,2024-06-11,4534,2,True,True,False,False,True
5729,79,440,17,3,19,2024-02-04,4204,13,False,True,False,False,True
3078,73,884,27,18,45,2024-12-02,3022,14,False,True,True,False,True
4932,54,354,2,18,62,2024-10-20,3769,7,False,True,True,False,True
8274,42,285,12,19,21,2024-04-01,4335,1,False,True,True,False,True
7078,34,904,15,5,112,2024-04-17,1434,12,False,True,False,False,True
7996,75,382,26,5,59,2024-08-03,3681,9,False,True,False,False,True
5600,92,939,10,15,36,2024-03-18,2549,13,False,True,True,False,True
7424,48,659,2,15,152,2024-02-02,1484,11,False,True,True,False,True
1099,23,472,2,5,14,2024-11-15,1256,9,False,True,False,False,True
8076,31,327,10,11,16,2024-05-04,3884,13,False,True,True,False,True
5345,29,816,27,18,100,2024-03-19,3558,8,False,True,True,False,True
9975,23,296,26,19,80,2024-09-06,3859,12,False,True,True,False,True
9278,52,590,26,6,35,2024-12-18,4330,10,False,True,False,False,True
8789,1,1,9,11,164,2024-02-16,2509,4,True,True,True,False,True
3657,72,531,4,19,143,2024-01-12,4820,4,False,True,True,False,True
4169,49,912,9,17,18,2024-09-22,4588,9,False,True,True,False,True
6123,3,559,10,3,193,2024-09-13,3641,6,False,True,False,False,True
6409,92,124,21,6,199,2024-01-10,3077,4,True,True,False,False,True
5292,33,916,17,17,44,2024-03-09,4084,12,False,True,True,False,True
3081,12,436,19,14,169,2024-01-15,3830,6,False,True,True,False,True
9321,69,197,21,4,64,2024-05-01,1688,14,False,True,False,False,True
2862,72,893,12,14,133,2024-11-30,4546,11,False,True,True,False,True
9099,86,668,7,2,126,2024-01-18,1041,12,False,True,False,False,True
6259,3,21,2,12,27,2024-01-02,4393,10,True,True,True,False,True
7693,28,201,15,8,61,2024-02-19,1574,6,False,True,False,False,True
1336,45,31,26,6,61,2024-03-01,3441,4,True,True,False,False,True
7715,81,697,7,11,150,2024-02-01,3110,4,False,True,True,False,True
4188,40,932,22,1,57,2024-12-11,4323,6,False,True,False,False,True
9565,13,106,4,18,34,2024-03-09,3363,11,False,True,True,False,True
4133,90,795,4,16,102,2024-05-07,4047,2,False,True,True,False,True
1600,12,389,24,1,55,2024-09-07,4103,11,False,True,False,False,True
7228,69,656,3,8,167,2024-09-22,2736,4,False,True,False,False,True
4091,62,458,26,19,88,2024-03-17,2720,11,False,True,True,False,True
7076,98,590,10,8,97,2024-11-28,3105,14,False,True,False,False,True
9445,7,39,29,19,143,2024-04-14,3005,1,True,True,True,False,True
5655,60,317,10,18,32,2024-07-17,2689,5,False,True,True,False,True
4895,99,752,1,6,163,2024-01-26,4659,3,False,True,False,False,True
2701,40,661,28,17,65,2024-10-20,1354,9,False,True,True,False,True
2695,71,283,11,14,53,2024-07-06,3204,12,False,True,True,False,True
3590,64,888,16,4,83,2024-09-13,3659,6,False,True,False,False,True
5279,88,893,22,9,91,2024-05-14,1456,14,False,True,False,False,True
2566,10,676,9,11,10,2024-07-22,3316,1,False,True,True,False,True
7093,87,934,12,15,85,2024-03-06,1151,11,False,True,True,False,True
7355,15,269,11,9,145,2024-09-29,1144,13,False,True,False,False,True
3295,15,986,15,5,27,2024-10-06,2082,2,False,True,False,False,True
7814,59,366,12,1,172,2024-09-05,3423,5,False,True,False,False,True
4244,98,393,8,11,32,2024-11-23,1682,2,False,True,True,False,True
8331,57,992,14,10,85,2024-07-28,1110,1,False,True,False,False,True
4036,98,12,19,19,40,2024-03-01,3439,10,True,True,True,False,True
8320,72,331,3,19,43,2024-06-29,1168,4,False,True,True,False,True
2509,75,138,24,19,117,2024-07-28,4039,4,False,True,True,False,True
7177,49,480,20,11,76,2024-01-29,1347,3,False,True,True,False,True
5747,59,309,6,3,51,2024-05-29,4044,2,False,True,False,False,True
1260,12,917,13,17,60,2024-09-12,3594,13,False,True,True,False,True
1111,93,38,24,18,150,2024-05-22,3765,13,True,True,True,False,True
3516,62,94,16,1,126,2024-12-26,1958,4,True,True,False,False,True
5273,49,145,11,15,181,2024-07-17,2134,11,True,True,True,False,True
7079,81,773,6,9,52,2024-03-15,1155,2,False,True,False,False,True
5239,82,103,9,19,90,2024-09-21,2799,14,False,True,True,False,True
3201,77,339,1,3,127,2024-01-17,3268,14,False,True,False,False,True
2656,5,301,22,19,71,2024-11-09,3197,10,False,True,True,False,True
9506,72,34,6,7,173,2024-09-15,3160,1,True,True,False,False,True
8594,77,721,15,7,84,2024-10-16,4900,8,False,True,False,False,True
9940,67,44,13,0,95,2024-05-11,2388,11,True,True,False,False,True
7530,97,978,24,12,182,2024-12-03,1811,1,False,True,True,False,True
6174,61,599,20,15,114,2024-11-30,4347,4,False,True,True,False,True
1213,72,301,29,7,76,2024-07-30,2365,11,False,True,False,False,True
5219,4,866,4,15,16,2024-08-05,3757,3,False,True,True,False,True
3003,59,86,12,12,116,2024-01-26,1314,1,True,True,True,False,True
5797,31,436,26,7,177,2024-05-24,1128,12,False,True,False,False,True
6114,37,472,11,1,11,2024-12-22,2972,1,False,True,False,False,True
6396,75,505,23,14,129,2024-07-27,2478,9,False,True,True,False,True
1313,44,230,2,16,161,2024-02-08,2873,4,False,True,True,False,True
9648,34,552,21,12,10,2024-02-12,4949,1,False,True,True,False,True
1509,41,161,14,5,146,2024-08-05,2104,4,False,True,False,False,True
4272,4,932,26,1,123,2024-09-01,3475,3,False,True,False,False,True
8435,62,308,26,0,13,2024-02-02,1934,2,False,True,False,False,True
5880,55,252,20,2,142,2024-09-13,1874,9,False,True,False,False,True
6043,15,674,17,10,129,2024-11-12,2270,9,False,True,False,False,True
9052,47,827,9,3,58,2024-09-21,4449,7,False,True,False,False,True
5246,52,558,4,13,199,2024-09-03,4226,8,False,True,True,False,True
8218,81,997,21,14,151,2024-07-31,2494,2,False,True,True,False,True
4895,13,517,13,17,18,2024-02-04,3958,2,False,True,True,False,True
4489,51,443,9,4,25,2024-07-07,2137,6,False,True,False,False,True
8592,75,386,20,2,150,2024-01-21,1707,6,False,True,False,False,True
3424,3,163,14,18,37,2024-12-02,3045,5,False,True,True,False,True
4616,88,989,11,3,36,2024-12-21,2053,3,False,True,False,False,True
1169,27,109,1,14,22,2024-04-02,4790,1,False,True,True,False,True
3594,40,143,20,14,112,2024-03-21,4680,5,False,True,True,False,True
8082,52,181,5,2,116,2024-07-01,1572,1,False,True,False,False,True
1286,53,393,25,10,118,2024-03-14,4567,13,False,True,False,False,True
9348,98,593,20,5,199,2024-07-19,3293,2,False,True,False,False,True
9171,76,156,19,19,59,2024-08-06,2783,9,False,True,True,False,True
6827,60,452,21,7,125,2024-08-08,2348,4,False,True,False,False,True
2383,16,206,11,7,46,2024-03-13,1641,1,False,True,False,False,True
6222,14,812,18,2,47,2024-03-04,3759,4,False,True,False,False,True
2213,78,635,27,2,103,2024-02-26,3188,6,False,True,False,False,True
6115,31,205,10,16,84,2024-12-08,1112,5,False,True,True,False,True
8107,71,271,12,15,29,2024-07-11,1652,6,False,True,True,False,True
2178,64,374,22,8,68,2024-06-01,2123,5,False,True,False,False,True
2796,47,61,4,14,124,2024-11-13,1444,6,True,True,True,False,True
4008,6,372,25,4,12,2024-06-29,1523,1,False,True,False,False,True
8304,49,980,18,15,63,2024-01-15,2183,14,False,True,True,False,True
3060,22,46,27,12,111,2024-07-03,2917,11,True,True,True,False,True
3444,84,7,5,17,144,2024-04-20,3296,12,True,True,True,False,True
8576,31,208,5,14,195,2024-09-29,3567,11,False,True,True,False,True
9270,16,786,20,8,158,2024-10-19,4208,9,False,True,False,False,True
8238,56,339,20,5,17,2024-07-15,2945,7,False,True,False,False,True
3309,33,33,7,15,120,2024-02-22,4033,1,True,True,True,False,True
7721,40,438,13,14,165,2024-04-09,2687,5,False,True,True,False,True
7567,77,683,6,18,36,2024-05-24,3744,14,False,True,True,False,True
1890,12,379,7,2,35,2024-12-28,4185,9,False,True,False,False,True
8338,54,936,3,13,18,2024-05-20,2122,12,False,True,True,False,True
4996,77,633,23,3,52,2024-04-20,4037,2,False,True,False,False,True
4515,40,394,11,11,26,2024-07-07,1212,7,False,True,True,False,True
5289,38,370,27,8,68,2024-03-22,3189,7,False,True,False,False,True
1444,76,898,15,8,110,2024-07-17,4581,12,False,True,False,False,True
2854,17,189,13,1,100,2024-05-27,3205,12,False,True,False,False,True
3389,56,831,8,15,166,2024-05-03,1729,11,False,True,True,False,True
5945,5,332,28,0,147,2024-08-28,4172,14,False,True,False,False,True
7598,81,921,24,5,79,2024-12-17,4714,9,False,True,False,False,True
8749,62,63,15,13,25,2024-09-14,4098,5,False,True,True,False,True
2640,4,815,6,10,186,2024-07-13,2158,3,False,True,False,False,True
7681,78,322,15,8,87,2024-04-09,2430,6,False,True,False,False,True
7064,68,33,16,6,10,2024-06-04,2275,2,False,True,False,False,True
6652,27,585,14,16,150,2024-08-14,4079,2,False,True,True,False,True
7991,55,613,4,9,141,2024-08-09,2064,9,False,True,False,False,True
8555,92,329,3,4,160,2024-11-01,2985,10,False,True,False,False,True
3161,53,329,11,4,168,2024-09-11,3206,12,False,True,False,False,True
8632,55,49,18,19,162,2024-12-19,4233,5,True,True,True,False,True
1785,84,999,22,7,98,2024-10-16,4238,11,False,True,False,False,True
8196,84,828,24,18,28,2024-06-29,1555,12,False,True,True,False,True
2178,23,476,5,8,18,2024-08-07,3834,6,False,True,False,False,True
5209,14,447,16,11,44,2024-08-28,1843,12,False,True,True,False,True
6920,67,909,25,11,110,2024-05-02,4526,11,False,True,True,False,True
2747,56,771,19,6,169,2024-01-25,4613,3,False,True,False,False,True
3705,53,453,10,16,160,2024-02-03,2223,11,False,True,True,False,True
4609,11,472,23,3,12,2024-09-02,4757,7,False,True,False,False,True
5069,58,831,27,19,30,2024-01-07,2231,7,False,True,True,False,True
7645,76,683,13,18,69,2024-03-01,3527,8,False,True,True,False,True
1838,42,668,14,15,43,2024-03-02,2205,10,False,True,True,False,True
2799,30,300,29,8,95,2024-11-11,3979,8,False,True,False,False,True
7033,85,192,10,5,183,2024-02-23,3030,11,False,True,False,False,True
6213,44,530,24,8,122,2024-03-26,2997,10,False,True,False,False,True
1589,63,177,15,7,89,2024-10-18,1173,1,False,True,False,False,True
5302,99,151,15,2,56,2024-12-13,3680,14,False,True,False,False,True
1318,16,914,3,2,181,2024-03-30,1781,1,False,True,False,False,True
4821,51,814,5,7,101,2024-04-21,2235,14,False,True,False,False,True
1308,88,998,16,12,55,2024-03-14,3627,2,False,True,True,False,True
9813,78,851,28,15,67,2024-07-24,1363,3,False,True,True,False,True
3127,61,773,26,8,74,2024-03-23,1683,1,False,True,False,False,True
7068,80,818,28,1,131,2024-02-14,1810,6,False,True,False,False,True
2983,35,248,18,0,125,2024-11-17,3316,10,False,True,False,False,True
5922,95,736,21,9,190,2024-11-23,4431,8,False,True,False,False,True
8341,26,281,15,17,111,2024-05-04,3793,7,False,True,True,False,True
7611,89,64,19,10,139,2024-07-02,2568,14,True,True,False,False,True
3438,42,372,17,4,18,2024-09-06,2257,11,False,True,False,False,True
6172,12,110,19,5,45,2024-09-27,2841,10,False,True,False,False,True
1819,75,49,29,10,26,2024-08-09,2243,9,False,True,False,False,True
1261,80,373,11,11,51,2024-01-12,3135,12,False,True,True,False,True
8078,72,39,17,7,10,2024-03-29,2647,3,False,True,False,False,True
4726,1,700,17,13,132,2024-05-25,2591,12,False,True,True,False,True
5471,59,10,3,1,160,2024-10-23,3561,7,True,True,False,False,True
2688,63,289,27,4,107,2024-06-26,3085,11,False,True,False,False,True
6408,97,35,5,8,194,2024-08-26,4426,1,True,True,False,False,True
3662,94,510,8,10,63,2024-05-23,2863,13,False,True,False,False,True
8201,61,375,8,6,135,2024-04-04,2811,2,False,True,False,False,True
5450,86,189,3,11,38,2024-08-09,2870,1,False,True,True,False,True
5898,14,668,11,12,182,2024-11-19,4762,5,False,True,True,False,True
6633,90,247,10,19,78,2024-02-12,2270,6,False,True,True,False,True
9633,80,229,17,15,75,2024-10-22,2157,14,False,True,True,False,True
2155,60,673,13,9,129,2024-11-29,4305,5,False,True,False,False,True
9378,94,416,18,6,104,2024-08-05,4366,13,False,True,False,False,True
4777,75,787,1,6,53,2024-06-08,2234,13,False,True,False,False,True
1318,24,192,21,16,168,2024-10-02,2108,2,False,True,True,False,True
8034,43,571,23,2,132,2024-02-06,1877,6,False,True,False,False,True
8622,38,735,6,17,33,2024-10-07,1258,3,False,True,True,False,True
5150,58,645,20,9,31,2024-07-18,3102,3,False,True,False,False,True
4277,44,10,4,10,19,2024-04-15,1504,8,True,True,False,False,True
8826,89,725,20,9,138,2024-03-29,2720,5,False,True,False,False,True
3826,75,190,13,5,198,2024-12-27,2896,5,True,True,False,False,True
1182,57,564,25,0,159,2024-10-24,2190,9,False,True,False,False,True
6490,23,960,20,15,40,2024-07-28,3264,2,False,True,True,False,True
5370,44,896,4,5,135,2024-08-31,4179,6,False,True,False,False,True
